/home/oliver/anaconda3/envs/pytorch/bin/python /home/oliver/PycharmProjects/StereoNet/pretrain-sceneflow/sceneflow-pretrain.py
-- model using stereonet --
-- no checkpoint --
Number of model parameters: 424610
This is 0-th epoch
learning rate : 0.001000
/home/oliver/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/_reduction.py:49: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
Iter 260 training loss = 6.444 , time = 0.44
Iter 280 training loss = 4.325 , time = 0.44
Iter 300 training loss = 5.867 , time = 0.44
Iter 320 training loss = 7.432 , time = 0.44
Iter 340 training loss = 5.586 , time = 0.44
Iter 360 training loss = 9.012 , time = 0.44
Iter 380 training loss = 7.495 , time = 0.44
Iter 400 training loss = 5.977 , time = 0.44
Iter 420 training loss = 7.271 , time = 0.44
Iter 440 training loss = 4.298 , time = 0.44
Iter 460 training loss = 6.271 , time = 0.44
Iter 480 training loss = 6.308 , time = 0.44
Iter 500 training loss = 7.241 , time = 0.44
Iter 520 training loss = 8.135 , time = 0.44
Iter 540 training loss = 5.741 , time = 0.44
Iter 560 training loss = 8.132 , time = 0.44
Iter 580 training loss = 5.169 , time = 0.44
Iter 600 training loss = 7.419 , time = 0.44
Iter 620 training loss = 7.269 , time = 0.44
Iter 640 training loss = 7.129 , time = 0.44
Iter 660 training loss = 6.854 , time = 0.44
Iter 680 training loss = 4.220 , time = 0.44
Iter 700 training loss = 5.778 , time = 0.45
Iter 720 training loss = 5.609 , time = 0.44
Iter 740 training loss = 6.618 , time = 0.44
Iter 760 training loss = 4.438 , time = 0.44
Iter 780 training loss = 4.811 , time = 0.44
Iter 800 training loss = 4.777 , time = 0.44
Iter 820 training loss = 7.671 , time = 0.44
Iter 840 training loss = 5.213 , time = 0.44
Iter 860 training loss = 6.102 , time = 0.44
Iter 880 training loss = 6.223 , time = 0.44
Iter 900 training loss = 5.654 , time = 0.44
Iter 920 training loss = 6.268 , time = 0.44
Iter 940 training loss = 6.597 , time = 0.44
Iter 960 training loss = 7.224 , time = 0.44
Iter 980 training loss = 4.897 , time = 0.44
Iter 1000 training loss = 6.922 , time = 0.44
Iter 1020 training loss = 5.888 , time = 0.44
Iter 1040 training loss = 5.836 , time = 0.44
Iter 1060 training loss = 5.125 , time = 0.44
Iter 1080 training loss = 7.320 , time = 0.44
Iter 1100 training loss = 7.106 , time = 0.44
Iter 1120 training loss = 4.840 , time = 0.44
Iter 1140 training loss = 4.954 , time = 0.44
Iter 1160 training loss = 4.866 , time = 0.44
Iter 1180 training loss = 6.773 , time = 0.44
Iter 1200 training loss = 6.368 , time = 0.44
Iter 1220 training loss = 5.713 , time = 0.44
Iter 1240 training loss = 6.034 , time = 0.44
Iter 1260 training loss = 5.381 , time = 0.44
Iter 1280 training loss = 5.150 , time = 0.44
Iter 1300 training loss = 7.062 , time = 0.44
Iter 1320 training loss = 6.568 , time = 0.44
Iter 1340 training loss = 5.997 , time = 0.44
Iter 1360 training loss = 4.155 , time = 0.44
Iter 1380 training loss = 5.479 , time = 0.44
Iter 1400 training loss = 6.341 , time = 0.44
Iter 1420 training loss = 5.594 , time = 0.44
Iter 1440 training loss = 5.696 , time = 0.44
Iter 1460 training loss = 6.484 , time = 0.44
Iter 1480 training loss = 5.430 , time = 0.44
Iter 1500 training loss = 5.694 , time = 0.44
Iter 1520 training loss = 5.309 , time = 0.44
Iter 1540 training loss = 5.276 , time = 0.44
Iter 1560 training loss = 7.854 , time = 0.44
Iter 1580 training loss = 4.916 , time = 0.44
Iter 1600 training loss = 4.033 , time = 0.44
Iter 1620 training loss = 6.423 , time = 0.44
Iter 1640 training loss = 7.299 , time = 0.44
Iter 1660 training loss = 7.263 , time = 0.44
Iter 1680 training loss = 6.881 , time = 0.44
Iter 1700 training loss = 5.779 , time = 0.44
Iter 1720 training loss = 6.794 , time = 0.44
Iter 1740 training loss = 6.264 , time = 0.44
Iter 1760 training loss = 6.820 , time = 0.44
Iter 1780 training loss = 6.348 , time = 0.44
Iter 1800 training loss = 4.086 , time = 0.44
Iter 1820 training loss = 7.917 , time = 0.45
Iter 1840 training loss = 5.478 , time = 0.44
Iter 1860 training loss = 8.258 , time = 0.44
Iter 1880 training loss = 4.415 , time = 0.44
Iter 1900 training loss = 5.914 , time = 0.44
Iter 1920 training loss = 5.829 , time = 0.44
Iter 1940 training loss = 5.367 , time = 0.44
Iter 1960 training loss = 6.286 , time = 0.44
Iter 1980 training loss = 5.467 , time = 0.44
Iter 2000 training loss = 6.076 , time = 0.44
Iter 2020 training loss = 10.972 , time = 0.44
Iter 2040 training loss = 4.220 , time = 0.44
Iter 2060 training loss = 4.917 , time = 0.44
Iter 2080 training loss = 4.567 , time = 0.44
Iter 2100 training loss = 6.186 , time = 0.44
Iter 2120 training loss = 6.175 , time = 0.44
Iter 2140 training loss = 4.571 , time = 0.44
Iter 2160 training loss = 10.011 , time = 0.44
Iter 2180 training loss = 5.380 , time = 0.44
Iter 2200 training loss = 5.584 , time = 0.44
epoch 5 total training loss = 6.102
This is 6-th epoch
learning rate : 0.000531
Iter 0 training loss = 6.393 , time = 0.49
Iter 20 training loss = 6.490 , time = 0.44
Iter 40 training loss = 7.656 , time = 0.44
Iter 60 training loss = 5.137 , time = 0.44
Iter 80 training loss = 4.956 , time = 0.44
Iter 100 training loss = 4.504 , time = 0.44
Iter 120 training loss = 6.258 , time = 0.44
Iter 140 training loss = 6.380 , time = 0.44
Iter 160 training loss = 5.577 , time = 0.44
Iter 180 training loss = 6.944 , time = 0.44
Iter 200 training loss = 6.808 , time = 0.44
Iter 220 training loss = 4.516 , time = 0.44
Iter 240 training loss = 5.567 , time = 0.44
Iter 260 training loss = 4.905 , time = 0.44
Iter 280 training loss = 6.373 , time = 0.44
Iter 300 training loss = 4.664 , time = 0.44
Iter 320 training loss = 4.836 , time = 0.44
Iter 340 training loss = 3.994 , time = 0.44
Iter 360 training loss = 6.592 , time = 0.44
Iter 380 training loss = 5.228 , time = 0.44
Iter 400 training loss = 5.155 , time = 0.44
Iter 420 training loss = 6.101 , time = 0.44
Iter 440 training loss = 4.337 , time = 0.44
Iter 460 training loss = 6.400 , time = 0.44
Iter 480 training loss = 6.588 , time = 0.44
Iter 500 training loss = 5.836 , time = 0.45
Iter 520 training loss = 4.178 , time = 0.44
Iter 540 training loss = 6.116 , time = 0.44
Iter 560 training loss = 5.640 , time = 0.45
Iter 580 training loss = 7.075 , time = 0.44
Iter 600 training loss = 5.746 , time = 0.44
Iter 620 training loss = 5.288 , time = 0.44
Iter 640 training loss = 7.234 , time = 0.44
Iter 660 training loss = 8.857 , time = 0.44
Iter 680 training loss = 3.285 , time = 0.44
Iter 700 training loss = 5.924 , time = 0.44
Iter 720 training loss = 6.170 , time = 0.44
Iter 740 training loss = 5.463 , time = 0.44
Iter 760 training loss = 4.695 , time = 0.44
Iter 780 training loss = 6.425 , time = 0.44
Iter 800 training loss = 5.394 , time = 0.44
Iter 820 training loss = 5.411 , time = 0.44
Iter 840 training loss = 3.967 , time = 0.44
Iter 860 training loss = 3.768 , time = 0.44
Iter 880 training loss = 5.210 , time = 0.44
Iter 900 training loss = 6.377 , time = 0.44
Iter 920 training loss = 5.517 , time = 0.44
Iter 940 training loss = 5.947 , time = 0.44
Iter 960 training loss = 5.135 , time = 0.44
Iter 980 training loss = 6.689 , time = 0.44
Iter 1000 training loss = 6.213 , time = 0.44
Iter 1020 training loss = 4.447 , time = 0.44
Iter 1040 training loss = 6.605 , time = 0.44
Iter 1060 training loss = 3.379 , time = 0.44
Iter 1080 training loss = 6.605 , time = 0.44
Iter 1100 training loss = 5.386 , time = 0.44
Iter 1120 training loss = 5.340 , time = 0.44
Iter 1140 training loss = 4.231 , time = 0.44
Iter 1160 training loss = 5.590 , time = 0.44
Iter 1180 training loss = 3.927 , time = 0.44
Iter 1200 training loss = 5.638 , time = 0.44
Iter 1220 training loss = 6.523 , time = 0.44
Iter 1240 training loss = 7.368 , time = 0.44
Iter 1260 training loss = 6.397 , time = 0.44
Iter 1280 training loss = 5.210 , time = 0.44
Iter 1300 training loss = 4.798 , time = 0.44
Iter 1320 training loss = 5.200 , time = 0.44
Iter 1340 training loss = 5.176 , time = 0.44
Iter 1360 training loss = 6.734 , time = 0.44
Iter 1380 training loss = 5.096 , time = 0.44
Iter 1400 training loss = 4.582 , time = 0.44
Iter 1420 training loss = 5.656 , time = 0.44
Iter 1440 training loss = 3.702 , time = 0.44
Iter 1460 training loss = 5.026 , time = 0.44
Iter 1480 training loss = 4.887 , time = 0.44
Iter 1500 training loss = 5.786 , time = 0.44
Iter 1520 training loss = 9.424 , time = 0.44
Iter 1540 training loss = 5.878 , time = 0.44
Iter 1560 training loss = 7.110 , time = 0.44
Iter 1580 training loss = 5.413 , time = 0.44
Iter 1600 training loss = 8.562 , time = 0.44
Iter 1620 training loss = 7.493 , time = 0.44
Iter 1640 training loss = 5.090 , time = 0.44
Iter 1660 training loss = 3.270 , time = 0.44
Iter 1680 training loss = 5.991 , time = 0.44
Iter 1700 training loss = 8.807 , time = 0.44
Iter 1720 training loss = 8.119 , time = 0.44
Iter 1740 training loss = 4.594 , time = 0.44
Iter 1760 training loss = 5.170 , time = 0.44
Iter 1780 training loss = 5.413 , time = 0.44
Iter 1800 training loss = 4.075 , time = 0.44
Iter 1820 training loss = 6.022 , time = 0.44
Iter 1840 training loss = 5.930 , time = 0.44
Iter 1860 training loss = 6.150 , time = 0.44
Iter 1880 training loss = 4.395 , time = 0.44
Iter 1900 training loss = 6.156 , time = 0.44
Iter 1920 training loss = 4.875 , time = 0.44
Iter 1940 training loss = 4.286 , time = 0.44
Iter 1960 training loss = 6.213 , time = 0.44
Iter 1980 training loss = 4.111 , time = 0.44
Iter 2000 training loss = 4.763 , time = 0.44
Iter 2020 training loss = 5.549 , time = 0.44
Iter 2040 training loss = 7.760 , time = 0.44
Iter 2060 training loss = 5.833 , time = 0.44
Iter 2080 training loss = 6.143 , time = 0.44
Iter 2100 training loss = 5.416 , time = 0.45
Iter 2120 training loss = 4.237 , time = 0.44
Iter 2140 training loss = 4.214 , time = 0.44
Iter 2160 training loss = 4.216 , time = 0.44
Iter 2180 training loss = 3.771 , time = 0.44
Iter 2200 training loss = 6.548 , time = 0.44
epoch 6 total training loss = 5.771
This is 7-th epoch
learning rate : 0.000478
Iter 0 training loss = 3.877 , time = 0.49
Iter 20 training loss = 3.922 , time = 0.44
Iter 40 training loss = 5.290 , time = 0.44
Iter 60 training loss = 7.221 , time = 0.44
Iter 80 training loss = 4.960 , time = 0.44
Iter 100 training loss = 7.038 , time = 0.45
Iter 120 training loss = 4.859 , time = 0.44
Iter 140 training loss = 4.778 , time = 0.44
Iter 160 training loss = 7.510 , time = 0.44
Iter 180 training loss = 4.329 , time = 0.44
Iter 200 training loss = 8.021 , time = 0.44
Iter 220 training loss = 8.076 , time = 0.44
Iter 240 training loss = 5.278 , time = 0.44
Iter 260 training loss = 5.181 , time = 0.44
Iter 280 training loss = 5.043 , time = 0.44
Iter 300 training loss = 3.983 , time = 0.44
Iter 320 training loss = 5.433 , time = 0.44
Iter 340 training loss = 4.748 , time = 0.44
Iter 360 training loss = 4.080 , time = 0.44
Iter 380 training loss = 6.057 , time = 0.44
Iter 400 training loss = 6.359 , time = 0.44
Iter 420 training loss = 4.790 , time = 0.44
Iter 440 training loss = 5.909 , time = 0.44
Iter 460 training loss = 5.828 , time = 0.44
Iter 480 training loss = 4.448 , time = 0.44
Iter 500 training loss = 6.440 , time = 0.44
Iter 520 training loss = 3.388 , time = 0.44
Iter 540 training loss = 4.552 , time = 0.44
Iter 560 training loss = 5.414 , time = 0.44
Iter 580 training loss = 5.891 , time = 0.44
Iter 600 training loss = 4.094 , time = 0.44
Iter 620 training loss = 5.512 , time = 0.44
Iter 640 training loss = 5.897 , time = 0.44
Iter 660 training loss = 6.642 , time = 0.44
Iter 680 training loss = 8.191 , time = 0.45
Iter 700 training loss = 5.270 , time = 0.44
Iter 720 training loss = 8.745 , time = 0.44
Iter 740 training loss = 5.525 , time = 0.44
Iter 760 training loss = 5.087 , time = 0.44
Iter 780 training loss = 3.936 , time = 0.44
Iter 800 training loss = 4.018 , time = 0.44
Iter 820 training loss = 5.459 , time = 0.44
Iter 840 training loss = 5.779 , time = 0.44
Iter 860 training loss = 5.341 , time = 0.45
Iter 880 training loss = 5.121 , time = 0.44
Iter 900 training loss = 4.171 , time = 0.44
Iter 920 training loss = 4.739 , time = 0.44
Iter 940 training loss = 4.812 , time = 0.44
Iter 960 training loss = 10.475 , time = 0.44
Iter 980 training loss = 4.190 , time = 0.44
Iter 1000 training loss = 5.965 , time = 0.44
Iter 1020 training loss = 6.438 , time = 0.44
Iter 1040 training loss = 5.906 , time = 0.44
Iter 1060 training loss = 4.212 , time = 0.44
Iter 1080 training loss = 4.939 , time = 0.44
Iter 1100 training loss = 5.706 , time = 0.44
Iter 1120 training loss = 6.755 , time = 0.44
Iter 1140 training loss = 5.444 , time = 0.44
Iter 1160 training loss = 5.587 , time = 0.44
Iter 1180 training loss = 3.847 , time = 0.44
Iter 1200 training loss = 5.544 , time = 0.44
Iter 1220 training loss = 5.026 , time = 0.44
Iter 1240 training loss = 8.056 , time = 0.44
Iter 1260 training loss = 6.778 , time = 0.44
Iter 1280 training loss = 5.141 , time = 0.44
Iter 1300 training loss = 5.140 , time = 0.44
Iter 1320 training loss = 8.084 , time = 0.44
Iter 1340 training loss = 6.070 , time = 0.44
Iter 1360 training loss = 4.022 , time = 0.44
Iter 1380 training loss = 4.719 , time = 0.44
Iter 1400 training loss = 5.030 , time = 0.44
Iter 1420 training loss = 6.140 , time = 0.44
Iter 1440 training loss = 6.080 , time = 0.44
Iter 1460 training loss = 5.485 , time = 0.45
Iter 1480 training loss = 4.438 , time = 0.44
Iter 1500 training loss = 4.038 , time = 0.44
Iter 1520 training loss = 3.916 , time = 0.44
Iter 1540 training loss = 5.598 , time = 0.44
Iter 1560 training loss = 4.249 , time = 0.44
Iter 1580 training loss = 4.092 , time = 0.44
Iter 1600 training loss = 4.382 , time = 0.44
Iter 1620 training loss = 4.981 , time = 0.44
Iter 1640 training loss = 4.919 , time = 0.44
Iter 1660 training loss = 4.939 , time = 0.44
Iter 1680 training loss = 5.619 , time = 0.44
Iter 1700 training loss = 4.532 , time = 0.44
Iter 1720 training loss = 5.878 , time = 0.44
Iter 1740 training loss = 5.509 , time = 0.44
Iter 1760 training loss = 4.901 , time = 0.44
Iter 1780 training loss = 4.038 , time = 0.44
Iter 1800 training loss = 4.955 , time = 0.44
Iter 1820 training loss = 5.179 , time = 0.44
Iter 1840 training loss = 6.788 , time = 0.44
Iter 1860 training loss = 5.308 , time = 0.44
Iter 1880 training loss = 4.547 , time = 0.44
Iter 1900 training loss = 5.518 , time = 0.44
Iter 1920 training loss = 6.951 , time = 0.44
Iter 1940 training loss = 5.338 , time = 0.44
Iter 1960 training loss = 4.987 , time = 0.44
Iter 1980 training loss = 9.576 , time = 0.44
Iter 2000 training loss = 6.046 , time = 0.44
Iter 2020 training loss = 3.622 , time = 0.44
Iter 2040 training loss = 3.487 , time = 0.44
Iter 2060 training loss = 5.908 , time = 0.44
Iter 2080 training loss = 4.225 , time = 0.44
Iter 2100 training loss = 6.306 , time = 0.44
Iter 2120 training loss = 6.504 , time = 0.44
Iter 2140 training loss = 4.634 , time = 0.44
Iter 2160 training loss = 4.134 , time = 0.45
Iter 2180 training loss = 6.417 , time = 0.44
Iter 2200 training loss = 6.342 , time = 0.44
epoch 7 total training loss = 5.473
This is 8-th epoch
learning rate : 0.000430
Iter 0 training loss = 5.789 , time = 0.49
Iter 20 training loss = 3.392 , time = 0.44
Iter 40 training loss = 4.495 , time = 0.44
Iter 60 training loss = 6.342 , time = 0.44
Iter 80 training loss = 5.120 , time = 0.44
Iter 100 training loss = 4.246 , time = 0.44
Iter 120 training loss = 4.831 , time = 0.44
Iter 140 training loss = 5.499 , time = 0.44
Iter 160 training loss = 3.709 , time = 0.44
Iter 180 training loss = 5.490 , time = 0.44
Iter 200 training loss = 5.003 , time = 0.44
Iter 220 training loss = 8.340 , time = 0.44
Iter 240 training loss = 5.745 , time = 0.44
Iter 260 training loss = 6.906 , time = 0.44
Iter 280 training loss = 5.383 , time = 0.44
Iter 300 training loss = 6.373 , time = 0.44
Iter 320 training loss = 3.626 , time = 0.44
Iter 340 training loss = 5.218 , time = 0.44
Iter 360 training loss = 4.753 , time = 0.44
Iter 380 training loss = 5.489 , time = 0.44
Iter 400 training loss = 3.826 , time = 0.44
Iter 420 training loss = 8.443 , time = 0.44
Iter 440 training loss = 6.300 , time = 0.44
Iter 460 training loss = 7.654 , time = 0.44
Iter 480 training loss = 5.600 , time = 0.45
Iter 500 training loss = 4.211 , time = 0.44
Iter 520 training loss = 6.751 , time = 0.44
Iter 540 training loss = 5.283 , time = 0.44
Iter 560 training loss = 5.021 , time = 0.44
Iter 580 training loss = 4.873 , time = 0.44
Iter 600 training loss = 5.719 , time = 0.44
Iter 620 training loss = 5.386 , time = 0.44
Iter 640 training loss = 3.560 , time = 0.44
Iter 660 training loss = 6.413 , time = 0.44
Iter 680 training loss = 6.180 , time = 0.44
Iter 700 training loss = 4.137 , time = 0.44
Iter 720 training loss = 4.672 , time = 0.44
Iter 740 training loss = 4.180 , time = 0.44
Iter 760 training loss = 4.628 , time = 0.44
Iter 780 training loss = 5.477 , time = 0.44
Iter 800 training loss = 3.613 , time = 0.44
Iter 820 training loss = 5.622 , time = 0.44
Iter 840 training loss = 4.775 , time = 0.44
Iter 860 training loss = 6.292 , time = 0.44
Iter 880 training loss = 4.918 , time = 0.44
Iter 900 training loss = 6.780 , time = 0.44
Iter 920 training loss = 4.698 , time = 0.44
Iter 940 training loss = 3.520 , time = 0.44
Iter 960 training loss = 4.060 , time = 0.44
Iter 980 training loss = 6.509 , time = 0.44
Iter 1000 training loss = 5.953 , time = 0.44
Iter 1020 training loss = 4.156 , time = 0.44
Iter 1040 training loss = 6.832 , time = 0.44
Iter 1060 training loss = 4.402 , time = 0.44
Iter 1080 training loss = 4.297 , time = 0.44
Iter 1100 training loss = 4.165 , time = 0.44
Iter 1120 training loss = 7.053 , time = 0.44
Iter 1140 training loss = 7.024 , time = 0.44
Iter 1160 training loss = 4.773 , time = 0.44
Iter 1180 training loss = 5.685 , time = 0.44
Iter 1200 training loss = 4.130 , time = 0.44
Iter 1220 training loss = 5.114 , time = 0.44
Iter 1240 training loss = 4.486 , time = 0.44
Iter 1260 training loss = 5.486 , time = 0.44
Iter 1280 training loss = 4.656 , time = 0.44
Iter 1300 training loss = 4.009 , time = 0.44
Iter 1320 training loss = 5.018 , time = 0.44
Iter 1340 training loss = 5.837 , time = 0.44
Iter 1360 training loss = 5.262 , time = 0.44
Iter 1380 training loss = 4.933 , time = 0.44
Iter 1400 training loss = 3.831 , time = 0.44
Iter 1420 training loss = 4.701 , time = 0.44
Iter 1440 training loss = 4.665 , time = 0.44
Iter 1460 training loss = 6.810 , time = 0.44
Iter 1480 training loss = 3.487 , time = 0.44
Iter 1500 training loss = 4.888 , time = 0.44
Iter 1520 training loss = 6.214 , time = 0.44
Iter 1540 training loss = 4.422 , time = 0.44
Iter 1560 training loss = 5.037 , time = 0.44
Iter 1580 training loss = 5.423 , time = 0.44
Iter 1600 training loss = 4.941 , time = 0.44
Iter 1620 training loss = 6.884 , time = 0.44
Iter 1640 training loss = 5.859 , time = 0.44
Iter 1660 training loss = 6.780 , time = 0.44
Iter 1680 training loss = 5.660 , time = 0.44
Iter 1700 training loss = 4.143 , time = 0.44
Iter 1720 training loss = 2.844 , time = 0.44
Iter 1740 training loss = 5.363 , time = 0.44
Iter 1760 training loss = 4.241 , time = 0.44
Iter 1780 training loss = 5.305 , time = 0.44
Iter 1800 training loss = 5.290 , time = 0.44
Iter 1820 training loss = 7.740 , time = 0.44
Iter 1840 training loss = 3.553 , time = 0.44
Iter 1860 training loss = 4.417 , time = 0.44
Iter 1880 training loss = 4.305 , time = 0.44
Iter 1900 training loss = 4.408 , time = 0.44
Iter 1920 training loss = 5.082 , time = 0.44
Iter 1940 training loss = 4.185 , time = 0.44
Iter 1960 training loss = 4.252 , time = 0.45
Iter 1980 training loss = 7.356 , time = 0.44
Iter 2000 training loss = 5.365 , time = 0.44
Iter 2020 training loss = 4.366 , time = 0.44
Iter 2040 training loss = 4.935 , time = 0.44
Iter 2060 training loss = 6.145 , time = 0.44
Iter 2080 training loss = 6.295 , time = 0.44
Iter 2100 training loss = 5.768 , time = 0.44
Iter 2120 training loss = 3.547 , time = 0.44
Iter 2140 training loss = 4.359 , time = 0.44
Iter 2160 training loss = 5.478 , time = 0.44
Iter 2180 training loss = 7.244 , time = 0.44
Iter 2200 training loss = 5.141 , time = 0.44
epoch 8 total training loss = 5.254
This is 9-th epoch
learning rate : 0.000387
Iter 0 training loss = 5.095 , time = 0.49
Iter 20 training loss = 3.980 , time = 0.44
Iter 40 training loss = 3.884 , time = 0.44
Iter 60 training loss = 5.090 , time = 0.44
Iter 80 training loss = 4.315 , time = 0.44
Iter 100 training loss = 5.933 , time = 0.44
Iter 120 training loss = 5.319 , time = 0.45
Iter 140 training loss = 6.067 , time = 0.44
Iter 160 training loss = 5.445 , time = 0.44
Iter 180 training loss = 5.922 , time = 0.44
Iter 200 training loss = 4.596 , time = 0.44
Iter 220 training loss = 4.761 , time = 0.44
Iter 240 training loss = 3.075 , time = 0.44
Iter 260 training loss = 5.154 , time = 0.44
Iter 280 training loss = 3.768 , time = 0.44
Iter 300 training loss = 5.014 , time = 0.44
Iter 320 training loss = 5.017 , time = 0.44
Iter 340 training loss = 6.117 , time = 0.44
Iter 360 training loss = 5.416 , time = 0.44
Iter 380 training loss = 3.868 , time = 0.44
Iter 400 training loss = 5.038 , time = 0.44
Iter 420 training loss = 5.691 , time = 0.44
Iter 440 training loss = 3.900 , time = 0.45
Iter 460 training loss = 5.185 , time = 0.44
Iter 480 training loss = 7.222 , time = 0.44
Iter 500 training loss = 5.051 , time = 0.44
Iter 520 training loss = 4.921 , time = 0.44
Iter 540 training loss = 5.632 , time = 0.44
Iter 560 training loss = 5.182 , time = 0.44
Iter 580 training loss = 5.412 , time = 0.44
Iter 600 training loss = 4.698 , time = 0.44
Iter 620 training loss = 4.143 , time = 0.44
Iter 640 training loss = 4.408 , time = 0.44
Iter 660 training loss = 6.269 , time = 0.44
Iter 680 training loss = 4.677 , time = 0.44
Iter 700 training loss = 4.772 , time = 0.44
Iter 720 training loss = 6.403 , time = 0.44
Iter 740 training loss = 8.194 , time = 0.44
Iter 760 training loss = 3.925 , time = 0.44
Iter 780 training loss = 4.065 , time = 0.44
Iter 800 training loss = 3.723 , time = 0.44
Iter 820 training loss = 4.500 , time = 0.44
Iter 840 training loss = 4.706 , time = 0.44
Iter 860 training loss = 3.820 , time = 0.44
Iter 880 training loss = 6.100 , time = 0.44
Iter 900 training loss = 6.366 , time = 0.44
Iter 920 training loss = 4.039 , time = 0.44
Iter 940 training loss = 4.149 , time = 0.44
Iter 960 training loss = 5.324 , time = 0.44
Iter 980 training loss = 4.519 , time = 0.44
Iter 1000 training loss = 3.700 , time = 0.44
Iter 1020 training loss = 4.280 , time = 0.44
Iter 1040 training loss = 3.357 , time = 0.44
Iter 1060 training loss = 6.109 , time = 0.44
Iter 1080 training loss = 3.231 , time = 0.44
Iter 1100 training loss = 6.944 , time = 0.44
Iter 1120 training loss = 4.789 , time = 0.44
Iter 1140 training loss = 4.837 , time = 0.45
Iter 1160 training loss = 4.021 , time = 0.44
Iter 1180 training loss = 4.979 , time = 0.44
Iter 1200 training loss = 5.061 , time = 0.44
Iter 1220 training loss = 4.041 , time = 0.44
Iter 1240 training loss = 4.810 , time = 0.44
Iter 1260 training loss = 5.566 , time = 0.44
Iter 1280 training loss = 4.848 , time = 0.44
Iter 1300 training loss = 3.983 , time = 0.44
Iter 1320 training loss = 4.996 , time = 0.44
Iter 1340 training loss = 3.623 , time = 0.44
Iter 1360 training loss = 4.328 , time = 0.44
Iter 1380 training loss = 5.759 , time = 0.44
Iter 1400 training loss = 6.832 , time = 0.44
Iter 1420 training loss = 5.845 , time = 0.44
Iter 1440 training loss = 5.149 , time = 0.44
Iter 1460 training loss = 4.714 , time = 0.44
Iter 1480 training loss = 5.966 , time = 0.44
Iter 1500 training loss = 4.017 , time = 0.44
Iter 1520 training loss = 4.616 , time = 0.45
Iter 1540 training loss = 5.361 , time = 0.44
Iter 1560 training loss = 4.380 , time = 0.44
Iter 1580 training loss = 6.112 , time = 0.44
Iter 1600 training loss = 4.112 , time = 0.44
Iter 1620 training loss = 4.893 , time = 0.44
Iter 1640 training loss = 4.039 , time = 0.45
Iter 1660 training loss = 6.849 , time = 0.44
Iter 1680 training loss = 6.813 , time = 0.44
Iter 1700 training loss = 4.979 , time = 0.45
Iter 1720 training loss = 4.336 , time = 0.44
Iter 1740 training loss = 4.918 , time = 0.44
Iter 1760 training loss = 4.301 , time = 0.44
Iter 1780 training loss = 4.758 , time = 0.44
Iter 1800 training loss = 3.860 , time = 0.44
Iter 1820 training loss = 5.085 , time = 0.44
Iter 1840 training loss = 6.782 , time = 0.44
Iter 1860 training loss = 4.882 , time = 0.44
Iter 1880 training loss = 3.429 , time = 0.44
Iter 1900 training loss = 6.508 , time = 0.44
Iter 1920 training loss = 3.515 , time = 0.44
Iter 1940 training loss = 4.255 , time = 0.44
Iter 1960 training loss = 7.051 , time = 0.44
Iter 1980 training loss = 3.151 , time = 0.44
Iter 2000 training loss = 3.582 , time = 0.44
Iter 2020 training loss = 4.098 , time = 0.44
Iter 2040 training loss = 4.718 , time = 0.44
Iter 2060 training loss = 5.813 , time = 0.44
Iter 2080 training loss = 7.511 , time = 0.44
Iter 2100 training loss = 5.016 , time = 0.44
Iter 2120 training loss = 4.707 , time = 0.44
Iter 2140 training loss = 3.617 , time = 0.44
Iter 2160 training loss = 4.772 , time = 0.44
Iter 2180 training loss = 5.137 , time = 0.44
Iter 2200 training loss = 6.178 , time = 0.44
epoch 9 total training loss = 5.062
This is 10-th epoch
learning rate : 0.000349
Iter 0 training loss = 4.172 , time = 0.48
Iter 20 training loss = 4.712 , time = 0.44
Iter 40 training loss = 6.572 , time = 0.44
Iter 60 training loss = 4.312 , time = 0.44
Iter 80 training loss = 7.128 , time = 0.44
Iter 100 training loss = 5.159 , time = 0.44
Iter 120 training loss = 6.190 , time = 0.44
Iter 140 training loss = 4.836 , time = 0.44
Iter 160 training loss = 4.429 , time = 0.44
Iter 180 training loss = 6.393 , time = 0.44
Iter 200 training loss = 5.896 , time = 0.44
Iter 220 training loss = 6.862 , time = 0.44
Iter 240 training loss = 4.644 , time = 0.44
Iter 260 training loss = 5.995 , time = 0.44
Iter 280 training loss = 5.929 , time = 0.44
Iter 300 training loss = 3.379 , time = 0.44
Iter 320 training loss = 5.272 , time = 0.44
Iter 340 training loss = 4.526 , time = 0.44
Iter 360 training loss = 7.160 , time = 0.44
Iter 380 training loss = 3.614 , time = 0.44
Iter 400 training loss = 3.945 , time = 0.44
Iter 420 training loss = 5.729 , time = 0.44
Iter 440 training loss = 6.414 , time = 0.45
Iter 460 training loss = 3.527 , time = 0.45
Iter 480 training loss = 5.905 , time = 0.44
Iter 500 training loss = 4.839 , time = 0.44
Iter 520 training loss = 3.275 , time = 0.44
Iter 540 training loss = 4.702 , time = 0.44
Iter 560 training loss = 4.753 , time = 0.44
Iter 580 training loss = 3.847 , time = 0.45
Iter 600 training loss = 5.007 , time = 0.44
Iter 620 training loss = 5.897 , time = 0.44
Iter 640 training loss = 5.094 , time = 0.44
Iter 660 training loss = 4.164 , time = 0.44
Iter 680 training loss = 5.460 , time = 0.44
Iter 700 training loss = 3.077 , time = 0.44
